"original_disk_num";"patch_disk_num";"i_disks_script_disk";"script_num";"original_basic_line";"patch_basic_line";"original_string_num";"patch_string_num";"japanese_text";"patch_source_text";"english_text";"disk_mapping_status";"match_status";"match_method";"match_reason";"linked_original_key";"linked_patch_key"
"disk25";"disk25";"disk25";"NO52";"1880";"1880";"54";"54";"クラ−ク「この写真とテ−プを依頼人に渡せばおそらく何かが起こり、謎が解ける糸口になりそうだな。あれだけの大金を出して調査をしてるからには大きな事件に広がりそうだ」";"クラ－ク「この写真とテ－プを依頼人に渡せばおそらく何かが起こり、謎が解ける糸口になりそうだな。あれだけの大金を出して調査をしてるからには大きな事件に広がりそうだ」";"Clark: It means we send these photos and the tape to the client. Maybe this'll lead us to something. Considering the money they're willing to shell out, this case must be bigger than it seems.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO52/1880/54";"disk25/NO52/1880/54"
"disk25";"disk25";"disk25";"NO52";"1890";"1890";"55";"55";"クラ−クは何かが起こるのを期待するように、ヴィンスに話している。";"クラ－クは何かが起こるのを期待するように、ヴィンスに話している。";"Clark was talking to Vince as if he was expecting something to happen.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO52/1890/55";"disk25/NO52/1890/55"
"disk25";"";"disk25";"NO52";"3000";"";"56";"";"NO53";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/3000/56";""
"disk25";"";"disk25";"NO52";"5105";"";"57";"";"▽";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/5105/57";""
"disk25";"";"disk25";"NO52";"5430";"";"58";"";"";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/5430/58";""
"disk25";"";"disk25";"NO52";"5435";"";"59";"";"8";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/5435/59";""
"disk25";"";"disk25";"NO52";"5436";"";"60";"";"2";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/5436/60";""
"disk25";"";"disk25";"NO52";"6100";"";"61";"";"ｽﾀｼｵ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6100/61";""
"disk25";"";"disk25";"NO52";"6110";"";"62";"";"ﾛﾝﾄｳ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6110/62";""
"disk25";"";"disk25";"NO52";"6120";"";"63";"";"ｶﾜｿｲ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6120/63";""
"disk25";"";"disk25";"NO52";"6130";"";"64";"";"ｶﾜｹｽ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6130/64";""
"disk25";"";"disk25";"NO52";"6140";"";"65";"";"ｼﾞﾑ1";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6140/65";""
"disk25";"";"disk25";"NO52";"6150";"";"66";"";"ｹｽ1";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6150/66";""
"disk25";"";"disk25";"NO52";"6160";"";"67";"";"ｼﾞﾑ2";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6160/67";""
"disk25";"";"disk25";"NO52";"6165";"";"68";"";"ｼﾞﾑ2";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6165/68";""
"disk25";"";"disk25";"NO52";"6170";"";"69";"";"ｹｽ2";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6170/69";""
"disk25";"";"disk25";"NO52";"6190";"";"70";"";"ﾄｵﾘ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6190/70";""
"disk25";"";"disk25";"NO52";"6191";"";"71";"";"ﾄｵﾘ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6191/71";""
"disk25";"";"disk25";"NO52";"6200";"";"72";"";"Hｸﾙﾏ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6200/72";""
"disk25";"";"disk25";"NO52";"6210";"";"73";"";"ﾄｵﾘ2";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6210/73";""
"disk25";"";"disk25";"NO52";"6220";"";"74";"";"ﾏｲｸ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6220/74";""
"disk25";"";"disk25";"NO52";"6230";"";"75";"";"ﾕﾋﾞﾜ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6230/75";""
"disk25";"";"disk25";"NO52";"6300";"";"76";"";"davR";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6300/76";""
"disk25";"";"disk25";"NO52";"6310";"";"77";"";"marL";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6310/77";""
"disk25";"";"disk25";"NO52";"6320";"";"78";"";"alnL";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6320/78";""
"disk25";"";"disk25";"NO52";"6330";"";"79";"";"andL";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6330/79";""
"disk25";"";"disk25";"NO52";"6340";"";"80";"";"linR";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6340/80";""
"disk25";"";"disk25";"NO52";"6350";"";"81";"";"ｸﾗｰｸ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6350/81";""
"disk25";"";"disk25";"NO52";"6360";"";"82";"";"ｳｲﾝｽ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/6360/82";""
"disk25";"";"disk25";"NO52";"9000";"";"83";"";"32:05";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/9000/83";""
"disk25";"";"disk25";"NO52";"9000";"";"84";"";"33:12";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/9000/84";""
"disk25";"";"disk25";"NO52";"9010";"";"85";"";"09:15";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/9010/85";""
"disk25";"";"disk25";"NO52";"9010";"";"86";"";"11:55";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/9010/86";""
"disk25";"";"disk25";"NO52";"9020";"";"87";"";"11:56";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/9020/87";""
"disk25";"";"disk25";"NO52";"9020";"";"88";"";"15:19";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/9020/88";""
"disk25";"";"disk25";"NO52";"9500";"";"89";"";"Pﾄﾘ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/9500/89";""
"disk25";"";"disk25";"NO52";"9510";"";"90";"";"Pﾊﾞｽ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/9510/90";""
"disk25";"";"disk25";"NO52";"9520";"";"91";"";"Pｽﾀﾄ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/9520/91";""
"disk25";"";"disk25";"NO52";"9530";"";"92";"";"PBｵﾄ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/9530/92";""
"disk25";"";"disk25";"NO52";"9540";"";"93";"";"Pﾊﾞﾄ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/9540/93";""
"disk25";"";"disk25";"NO52";"9550";"";"94";"";"ﾄﾞｱ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/9550/94";""
"disk25";"";"disk25";"NO52";"9560";"";"95";"";"Pｶﾜ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/9560/95";""
"disk25";"";"disk25";"NO52";"9998";"";"96";"";"ャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャャ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/9998/96";""
"disk25";"";"disk25";"NO52";"9999";"";"97";"";"                                                                                ";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/9999/97";""
"disk25";"disk25";"disk25";"NO52";"10000";"10000";"98";"103";"ＤＡＴＡをＳＡＶＥしますか？　Ｙ／Ｎ";"ＤＡＴＡをＳＡＶＥしますか？　Ｙ／Ｎ";"";"same_disk";"matched_empty";"source_sequence_alignment";"exact_source_shifted_coordinates";"disk25/NO52/10000/98";"disk25/NO52/10000/103"
"disk25";"";"disk25";"NO52";"10010";"";"99";"";"";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/10010/99";""
"disk25";"";"disk25";"NO52";"10015";"";"100";"";"N";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/10015/100";""
"disk25";"";"disk25";"NO52";"10015";"";"101";"";"n";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/10015/101";""
"disk25";"";"disk25";"NO52";"10020";"";"102";"";"Y";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/10020/102";""
"disk25";"";"disk25";"NO52";"10020";"";"103";"";"y";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/10020/103";""
"disk25";"disk25";"disk25";"NO52";"10040";"10040";"104";"109";"ドライブ１に、ＳＡＶＥ・ディスクを入れて下さい。";"ドライブ１に、ＳＡＶＥ・ディスクを入れて下さい。";"";"same_disk";"matched_empty";"source_sequence_alignment";"exact_source_shifted_coordinates";"disk25/NO52/10040/104";"disk25/NO52/10040/109"
"disk25";"";"disk25";"NO52";"10049";"";"105";"";"A:";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/10049/105";""
"disk25";"disk25";"disk25";"NO52";"10070";"10070";"106";"111";"ドライブ１のディスクが違います。";"ドライブ１のディスクが違います。";"Incorrect disk in Drive 1.";"same_disk";"matched_translated";"source_sequence_alignment";"exact_source_shifted_coordinates";"disk25/NO52/10070/106";"disk25/NO52/10070/111"
"disk25";"disk25";"disk25";"NO52";"10110";"10110";"107";"112";"ＳＡＶＥしました。ドライブ１のディスクに、ＭＡＩＮディスクを入れて下さい。";"ＳＡＶＥしました。ドライブ１のディスクに、ＭＡＩＮディスクを入れて下さい。";"";"same_disk";"matched_empty";"source_sequence_alignment";"exact_source_shifted_coordinates";"disk25/NO52/10110/107";"disk25/NO52/10110/112"
"disk25";"";"disk25";"NO52";"10120";"";"108";"";"A:";"";"";"unmapped";"original_only";"none";"no_patch_source_in_script";"disk25/NO52/10120/108";""
"disk25";"disk25";"disk25";"NO52";"10150";"10150";"109";"114";"ドライブ１のディスクが違います。";"ドライブ１のディスクが違います。";"Incorrect disk in Drive 1.";"same_disk";"matched_translated";"source_sequence_alignment";"exact_source_shifted_coordinates";"disk25/NO52/10150/109";"disk25/NO52/10150/114"
"disk25";"disk25";"disk25";"NO53";"900";"900";"0";"0";"デビッドが話す。";"デビッドが話す。";"David spoke.";"same_disk";"matched_translated";"source_sequence_alignment";"exact_source_and_coordinates";"disk25/NO53/900/0";"disk25/NO53/900/0"
"disk25";"disk25";"disk25";"NO53";"900";"900";"1";"1";"アンドリュ−が話す。";"アンドリュ－が話す。";"Andrew spoke.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/900/1";"disk25/NO53/900/1"
"disk25";"disk25";"disk25";"NO53";"900";"900";"2";"2";"マ−チンが話す。";"マ－チンが話す。";"Martin spoke.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/900/2";"disk25/NO53/900/2"
"disk25";"disk25";"disk25";"NO53";"900";"900";"3";"3";"アランが話す。";"アランが話す。";"Alan spoke.";"same_disk";"matched_translated";"source_sequence_alignment";"exact_source_and_coordinates";"disk25/NO53/900/3";"disk25/NO53/900/3"
"disk25";"disk25";"disk25";"NO53";"900";"900";"4";"4";"スシャ−ナが話す。";"スシャ－ナが話す。";"Susanna spoke.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/900/4";"disk25/NO53/900/4"
"disk25";"disk25";"disk25";"NO53";"900";"900";"5";"5";"リチャ−ド社長が話す。";"リチャ－ド社長が話す。";"President Richard spoke.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/900/5";"disk25/NO53/900/5"
"disk25";"disk25";"disk25";"NO53";"1000";"1000";"6";"6";"翌日、ホテルのミ−ティング室では、リチャ−ド社長を交え今後の打合せをしている。";"翌日、ホテルのミ－ティング室では、リチャ－ド社長を交え今後の打合せをしている。";"The following day, President Richard gathered the band in the hotel's meeting room to discuss their future plans.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1000/6";"disk25/NO53/1000/6"
"disk25";"disk25";"disk25";"NO53";"1200";"1200";"7";"7";"リチャ−ド「こんどの新曲は発表前から予約注文が殺到しているんだ。昨日、新聞に書かれたばかりなのに・・・さてレコ−ディングをどうするかだが・・・」";"リチャ－ド「こんどの新曲は発表前から予約注文が殺到しているんだ。昨日、新聞に書かれたばかりなのに・・・さてレコ－ディングをどうするかだが・・・」";"Richard: So, here's the thing. We've received a flood of preorders for your next song, even though we haven't announced a release yet. You wouldn't think it was mentioned in the newspaper only yesterday... 
At any rate, we must figure something out for the recording.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1200/7";"disk25/NO53/1200/7"
"disk25";"disk25";"disk25";"NO53";"1210";"1210";"8";"8";"アンドリュ−「今夜のコンサ−トはライブ録音をするのでしょう。だったら新曲をシングル・カットしてライブ盤にしましょう」";"アンドリュ－「今夜のコンサ－トはライブ録音をするのでしょう。だったら新曲をシングル・カットしてライブ盤にしましょう」";"Andrew: How about we record tonight's live? We'll just have to cut the part with the new song and bam, ""live version"".";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1210/8";"disk25/NO53/1210/8"
"disk25";"disk25";"disk25";"NO53";"1220";"1220";"9";"9";"アラン「ライブ録音ならすぐに出せるな。しかしライブ録音だと曲のイメ−ジがすべて伝わらないし・・・どうするマ−チン？」";"アラン「ライブ録音ならすぐに出せるな。しかしライブ録音だと曲のイメ－ジがすべて伝わらないし・・・どうするマ－チン？」";"Alan: A live version would definitely be quick to release, though I don't think it would convey the right feeling of the song... What do you think, Martin?";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1220/9";"disk25/NO53/1220/9"
"disk25";"disk25";"disk25";"NO53";"1230";"1230";"10";"10";"マ−チン「マスコミにも発表してしまったし、今の状況ならスタジオ録音してる暇は、ないよ  取りあえずライブ盤を作って、休暇の後にスタジオ入って完全に仕上げたらどうかな・・・」";"マ－チン「マスコミにも発表してしまったし、今の状況ならスタジオ録音してる暇は、ないよ  取りあえずライブ盤を作って、休暇の後にスタジオ入って完全に仕上げたらどうかな・・・」";"Martin: Well, it's already all over the press, so there's no time for a studio recording. I say we go for the live version, and record a studio version once the holidays are over.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1230/10";"disk25/NO53/1230/10"
"disk25";"disk25";"disk25";"NO53";"1231";"1231";"11";"11";"アラン「そうだな、今度の曲は、複数のバ−ジョンを作って、いろんなプロモ−ションをしてみたいし・・・その最初がライブ盤というのも異色でいいよ」";"アラン「そうだな、今度の曲は、複数のバ－ジョンを作って、いろんなプロモ－ションをしてみたいし・・・その最初がライブ盤というのも異色でいいよ」";"Alan: Yeah, I like that. I always wanted to record multiple versions of it anyway. Starting with a live version is definitely unique.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1231/11";"disk25/NO53/1231/11"
"disk25";"disk25";"disk25";"NO53";"1240";"1240";"12";"12";"リチャ−ド「ライブ盤を先行発売か、フ−ム・・・今のデビッドだったら、そのほうが、注目を集めるかも・・・よし、決まりだ！」";"リチャ－ド「ライブ盤を先行発売か、フ－ム・・・今のデビッドだったら、そのほうが、注目を集めるかも・・・よし、決まりだ！」";"Richard: Releasing a live version first, hmmm? It could work, considering how good David is now. Okay, that settles it!";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1240/12";"disk25/NO53/1240/12"
"disk25";"disk25";"disk25";"NO53";"1250";"1250";"13";"13";"デビッド「じゃあ今夜のラスト・コンサ−トは、うんと派手にやって、マ−チンの新曲に花をそえないとな」";"デビッド「じゃあ今夜のラスト・コンサ－トは、うんと派手にやって、マ－チンの新曲に花をそえないとな」";"David: Then we'll have to give tonight's concert some extra oomph. I want Martin's new song to be memorable.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1250/13";"disk25/NO53/1250/13"
"disk25";"disk25";"disk25";"NO53";"1260";"1260";"14";"14";"スシャ−ナ「デビッド、これ以上観客をノせたらきちんとした録音が出来なくて新曲のレコ−ドが出せないわよ」";"スシャ－ナ「デビッド、これ以上観客をノせたらきちんとした録音が出来なくて新曲のレコ－ドが出せないわよ」";"Susanna: Don't go overboard with the oomph, David. If the crowd gets too crazy we won't be able to get a good recording.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1260/14";"disk25/NO53/1260/14"
"disk25";"disk25";"disk25";"NO53";"1270";"1270";"15";"15";"マ−チン「そうだよ。観客の叫びだけで、僕等の音楽がオマケだなんて泣いちゃいうよ」";"マ－チン「そうだよ。観客の叫びだけで、僕等の音楽がオマケだなんて泣いちゃいうよ」";"Martin: She's right, you know. I don't want it to be just a bonus track because there's too many screams to be serviceable.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1270/15";"disk25/NO53/1270/15"
"disk25";"disk25";"disk25";"NO53";"1280";"1280";"16";"16";"リチャ−ド「みんな、コンサ−トが終わってもしばらくはホテルに滞在しててもいいよ。経費は会社持ちだからのんびりしてくれ」";"リチャ－ド「みんな、コンサ－トが終わってもしばらくはホテルに滞在しててもいいよ。経費は会社持ちだからのんびりしてくれ」";"Richard: You can stay at the hotel after the concert. All expenses are already covered.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1280/16";"disk25/NO53/1280/16"
"disk25";"disk25";"disk25";"NO53";"1290";"1290";"17";"17";"アンドリュ−「俺は部屋に帰って、休暇をどう過ごすか考えるから、明日の夜までには引き上げます」";"アンドリュ－「俺は部屋に帰って、休暇をどう過ごすか考えるから、明日の夜までには引き上げます」";"Andrew: I'll go back to my room and figure out how I can spend my holiday. See you tomorrow night. ";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1290/17";"disk25/NO53/1290/17"
"disk25";"disk25";"disk25";"NO53";"1295";"1295";"18";"18";"デビッド達は、それぞれ市内のアパ−トに部屋を借りていたので、明日はホテルを引き払って自分の家に戻る事に決めた。";"デビッド達は、それぞれ市内のアパ－トに部屋を借りていたので、明日はホテルを引き払って自分の家に戻る事に決めた。";"Each member of the band were renting rooms in different apartments in the city. They decided to leave the hotel the following day and return to their own homes.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1295/18";"disk25/NO53/1295/18"
"disk25";"disk25";"disk25";"NO53";"1300";"1300";"19";"19";"リチャ−ド「スシャ−ナは家がロンドンだから心配はないが、休暇はどうするんだね？」";"リチャ－ド「スシャ－ナは家がロンドンだから心配はないが、休暇はどうするんだね？」";"Richard: You live in London so you should be fine, but what about your holiday, Susanna? ";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1300/19";"disk25/NO53/1300/19"
"disk25";"disk25";"disk25";"NO53";"1310";"1310";"20";"20";"スシャ−ナ「ええ、少し疲れたので都会から離れて田舎でのんびりして来ます」";"スシャ－ナ「ええ、少し疲れたので都会から離れて田舎でのんびりして来ます」";"Susanna: I was thinking of leaving the city and relaxing in the countryside for a while. ";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1310/20";"disk25/NO53/1310/20"
"disk25";"disk25";"disk25";"NO53";"1320";"1320";"21";"21";"リチャ−ド「そうか。私は君達のおかげで当分、休暇など取れそうにもないよ。さて時間も無くなったから行かないと・・・みんな今夜は頼んだよ」";"リチャ－ド「そうか。私は君達のおかげで当分、休暇など取れそうにもないよ。さて時間も無くなったから行かないと・・・みんな今夜は頼んだよ」";"Richard: Sounds good. Meanwhile, I won't be able to rest at all thanks to you guys. In fact, I'd better get going... See you tonight.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1320/21";"disk25/NO53/1320/21"
"disk25";"disk25";"disk25";"NO53";"1330";"1330";"22";"22";"リチャ−ド社長とスシャ−ナは出て行った。デビッド達も気分を落ち着かせる為、ロビ−でコ−ヒ−を飲む事にした。";"リチャ－ド社長とスシャ－ナは出て行った。デビッド達も気分を落ち着かせる為、ロビ－でコ－ヒ－を飲む事にした。";"President Richard and Susanna left. David and the others decided to go to the lobby for a cup of coffee.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1330/22";"disk25/NO53/1330/22"
"disk25";"disk25";"disk25";"NO53";"1340";"1340";"23";"23";"陽が沈みヨ−ロッパ・ツア−最後のコンサ−トがロイヤル・アルバート・ホールで開かれた。";"陽が沈みヨ－ロッパ・ツア－最後のコンサ－トがロイヤル・アルバート・ホールで開かれた。";"The sun was setting. The last concert of the European Tour would be held at the Royal Albert Hall.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1340/23";"disk25/NO53/1340/23"
"disk25";"disk25";"disk25";"NO53";"1350";"1350";"24";"24";"会場の外には、前にも増して大勢のファンが会場を取り囲んでいる。";"会場の外には、前にも増して大勢のファンが会場を取り囲んでいる。";"Outside, the venue was surrounded by a record number of fans.";"same_disk";"matched_translated";"source_sequence_alignment";"exact_source_and_coordinates";"disk25/NO53/1350/24";"disk25/NO53/1350/24"
"disk25";"disk25";"disk25";"NO53";"1360";"1360";"25";"25";"場内では、一曲ごとに観客の歓声が絶叫と変わり、物凄い熱狂に包まれていく。デビッドが観客に手を差し出し静まるように言っている。";"場内では、一曲ごとに観客の歓声が絶叫と変わり、物凄い熱狂に包まれていく。デビッドが観客に手を差し出し静まるように言っている。";"Inside the hall, the crowd's cheers turned into screams more and more, with each song. Once again, it was a frenzy. David held out his hand to the audience, to calm it down.";"same_disk";"matched_translated";"source_sequence_alignment";"exact_source_and_coordinates";"disk25/NO53/1360/25";"disk25/NO53/1360/25"
"disk25";"disk25";"disk25";"NO53";"1370";"1370";"26";"26";"デビッド「次の曲は皆が待ち兼ねていた新曲の［ＰＲＡＹＥＲＳ］で、これは、ヨ−ロッパ・ツア−の途中でマ−チンが作った曲だ。みんな聞いてくれ！！」";"デビッド「次の曲は皆が待ち兼ねていた新曲の［ＰＲＡＹＥＲＳ］で、これは、ヨ－ロッパ・ツア－の途中でマ－チンが作った曲だ。みんな聞いてくれ！！」";"David: This is what you've all been waiting for. Our newest song, written by Martin during our tour of Europe... PRAYERS!";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1370/26";"disk25/NO53/1370/26"
"disk25";"disk25";"disk25";"NO53";"1380";"1380";"27";"27";"会場は割れんばかりの歓声があがっていく。";"会場は割れんばかりの歓声があがっていく。";"The crowd erupted in cheers.";"same_disk";"matched_translated";"source_sequence_alignment";"exact_source_and_coordinates";"disk25/NO53/1380/27";"disk25/NO53/1380/27"
"disk25";"disk25";"disk25";"NO53";"1390";"1390";"28";"28";"アンドリュ−の手拍子にのり静かにイントロを流し始めた。一瞬場内は水をうったように静まる。";"アンドリュ－の手拍子にのり静かにイントロを流し始めた。一瞬場内は水をうったように静まる。";"Andrew started clapping slowly, and the intro of the song began to play. It was a calm, quiet flow. For a moment, it was as if the venue had been submerged underwater.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1390/28";"disk25/NO53/1390/28"
"disk25";"disk25";"disk25";"NO53";"1395";"1395";"29";"29";"観客は、新曲のイントロを聞くと、これまでの［エレノ・ヴィジョン］と違ったイメ−ジに驚いてる・・・";"観客は、新曲のイントロを聞くと、これまでの［エレノ・ヴィジョン］と違ったイメ－ジに驚いてる・・・";"The crowd was surprised by this song. It was different from anything Eleno Vision had ever played.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1395/29";"disk25/NO53/1395/29"
"disk25";"disk25";"disk25";"NO53";"1400";"1400";"30";"30";"マ−チンのサンプラ−から軽快なドラムの音が、アランのシンセからアンビエントな音が場内を響かせた。";"マ－チンのサンプラ－から軽快なドラムの音が、アランのシンセからアンビエントな音が場内を響かせた。";"Martin's sampler played some light drums, which merged with Alan's ambient synth, echoing throughout the hall.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1400/30";"disk25/NO53/1400/30"
"disk25";"disk25";"disk25";"NO53";"1410";"1410";"31";"31";"デビッドはマイクを持って手拍子をとりながら、身体をリズムにのせていく。観客の手拍子が正確なリズム刻み始めた。";"デビッドはマイクを持って手拍子をとりながら、身体をリズムにのせていく。観客の手拍子が正確なリズム刻み始めた。";"David took the microphone, and let the rhythm enter his body. The audience started clapping slowly, following the beat set by Andrew.";"same_disk";"matched_translated";"source_sequence_alignment";"exact_source_and_coordinates";"disk25/NO53/1410/31";"disk25/NO53/1410/31"
"disk25";"disk25";"disk25";"NO53";"1430";"1430";"32";"32";"アランのピアノのバッキングが始まると、歓声は狂ったような悲鳴に変わっている。";"アランのピアノのバッキングが始まると、歓声は狂ったような悲鳴に変わっている。";"Once Alan backed them with the piano, the audience went wild.";"same_disk";"matched_translated";"source_sequence_alignment";"exact_source_and_coordinates";"disk25/NO53/1430/32";"disk25/NO53/1430/32"
"disk25";"disk25";"disk25";"NO53";"1440";"1440";"33";"33";"デビッドは全身のエネルギ−をはき出すように歌った。";"デビッドは全身のエネルギ－をはき出すように歌った。";"David started singing with every ounce of energy he had in his body.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1440/33";"disk25/NO53/1440/33"
"disk25";"disk25";"disk25";"NO53";"1445";"1445";"34";"34";"メンバ−は、あまりの新曲の反応の良さに驚き、バンドの新しいイメ−ジに満足した。";"メンバ－は、あまりの新曲の反応の良さに驚き、バンドの新しいイメ－ジに満足した。";"The band was surprised at how well their song was being received, pleased that they were being appreciated even with such a different image.";"same_disk";"matched_translated";"source_sequence_alignment";"normalized_source_same_coordinates";"disk25/NO53/1445/34";"disk25/NO53/1445/34"
"disk25";"disk25";"disk25";"NO53";"1450";"1450";"35";"35";"場内の観客、いや場内にいた全ての人間が放心状態で身体を動かしていた。";"場内の観客、いや場内にいた全ての人間が放心状態で身体を動かしていた。";"The crowd—or rather, everyone in the venue—started dancing, as in a frenzy.";"same_disk";"matched_translated";"source_sequence_alignment";"exact_source_and_coordinates";"disk25/NO53/1450/35";"disk25/NO53/1450/35"
