"token_index";"character";"unicode";"token_word";"token_hi";"token_lo";"initial_index";"medial_index";"final_index";"composition_payload"
"289";"떻";"U+B5BB";"0x9550";"0x95";"0x50";"4";"4";"27";"0x109B"
"290";"떼";"U+B5BC";"0x9551";"0x95";"0x51";"4";"5";"0";"0x10A0"
"291";"뗀";"U+B5C0";"0x9555";"0x95";"0x55";"4";"5";"4";"0x10A4"
"292";"또";"U+B610";"0x95B4";"0x95";"0xB4";"4";"8";"0";"0x1100"
"293";"똑";"U+B611";"0x95B5";"0x95";"0xB5";"4";"8";"1";"0x1101"
"294";"똥";"U+B625";"0x95C9";"0x95";"0xC9";"4";"8";"21";"0x1115"
"295";"뚜";"U+B69C";"0x9694";"0x96";"0x94";"4";"13";"0";"0x11A0"
"296";"뚝";"U+B69D";"0x9695";"0x96";"0x95";"4";"13";"1";"0x11A1"
"297";"뚫";"U+B6AB";"0x96AA";"0x96";"0xAA";"4";"13";"15";"0x11AF"
"298";"뚱";"U+B6B1";"0x96B0";"0x96";"0xB0";"4";"13";"21";"0x11B5"
"299";"뛰";"U+B6F0";"0x96F8";"0x96";"0xF8";"4";"16";"0";"0x1200"
"300";"뜨";"U+B728";"0x9774";"0x97";"0x74";"4";"18";"0";"0x1240"
"301";"뜩";"U+B729";"0x9775";"0x97";"0x75";"4";"18";"1";"0x1241"
"302";"뜬";"U+B72C";"0x9778";"0x97";"0x78";"4";"18";"4";"0x1244"
"303";"뜯";"U+B72F";"0x977B";"0x97";"0x7B";"4";"18";"7";"0x1247"
"304";"뜰";"U+B730";"0x977C";"0x97";"0x7C";"4";"18";"8";"0x1248"
"305";"뜻";"U+B73B";"0x9788";"0x97";"0x88";"4";"18";"19";"0x1253"
"306";"띄";"U+B744";"0x9797";"0x97";"0x97";"4";"19";"0";"0x1260"
"307";"띠";"U+B760";"0x97BA";"0x97";"0xBA";"4";"20";"0";"0x1280"
"308";"띤";"U+B764";"0x97BE";"0x97";"0xBE";"4";"20";"4";"0x1284"
"309";"라";"U+B77C";"0x97D6";"0x97";"0xD6";"5";"0";"0";"0x1400"
"310";"락";"U+B77D";"0x97D7";"0x97";"0xD7";"5";"0";"1";"0x1401"
"311";"란";"U+B780";"0x97DA";"0x97";"0xDA";"5";"0";"4";"0x1404"
"312";"랄";"U+B784";"0x97DF";"0x97";"0xDF";"5";"0";"8";"0x1408"
"313";"람";"U+B78C";"0x97EE";"0x97";"0xEE";"5";"0";"16";"0x1410"
"314";"랍";"U+B78D";"0x97EF";"0x97";"0xEF";"5";"0";"17";"0x1411"
"315";"랐";"U+B790";"0x97F3";"0x97";"0xF3";"5";"0";"20";"0x1414"
"316";"랑";"U+B791";"0x97F4";"0x97";"0xF4";"5";"0";"21";"0x1415"
"317";"래";"U+B798";"0x97FB";"0x97";"0xFB";"5";"1";"0";"0x1420"
"318";"랜";"U+B79C";"0x9842";"0x98";"0x42";"5";"1";"4";"0x1424"
"319";"램";"U+B7A8";"0x984E";"0x98";"0x4E";"5";"1";"16";"0x1430"
"320";"랫";"U+B7AB";"0x9851";"0x98";"0x51";"5";"1";"19";"0x1433"
"321";"랬";"U+B7AC";"0x9852";"0x98";"0x52";"5";"1";"20";"0x1434"
"322";"략";"U+B7B5";"0x985B";"0x98";"0x5B";"5";"2";"1";"0x1441"
"323";"량";"U+B7C9";"0x9870";"0x98";"0x70";"5";"2";"21";"0x1455"
"324";"러";"U+B7EC";"0x989A";"0x98";"0x9A";"5";"4";"0";"0x1480"
"325";"럭";"U+B7ED";"0x989B";"0x98";"0x9B";"5";"4";"1";"0x1481"
"326";"런";"U+B7F0";"0x98A0";"0x98";"0xA0";"5";"4";"4";"0x1484"
"327";"럴";"U+B7F4";"0x98A5";"0x98";"0xA5";"5";"4";"8";"0x1488"
"328";"럼";"U+B7FC";"0x98B1";"0x98";"0xB1";"5";"4";"16";"0x1490"
"329";"럽";"U+B7FD";"0x98B2";"0x98";"0xB2";"5";"4";"17";"0x1491"
"330";"렀";"U+B800";"0x98B5";"0x98";"0xB5";"5";"4";"20";"0x1494"
"331";"렁";"U+B801";"0x98B6";"0x98";"0xB6";"5";"4";"21";"0x1495"
"332";"렇";"U+B807";"0x98BC";"0x98";"0xBC";"5";"4";"27";"0x149B"
"333";"레";"U+B808";"0x98BD";"0x98";"0xBD";"5";"5";"0";"0x14A0"
"334";"렉";"U+B809";"0x98BE";"0x98";"0xBE";"5";"5";"1";"0x14A1"
"335";"렌";"U+B80C";"0x98C1";"0x98";"0xC1";"5";"5";"4";"0x14A4"
"336";"렘";"U+B818";"0x98CD";"0x98";"0xCD";"5";"5";"16";"0x14B0"
"337";"려";"U+B824";"0x98D9";"0x98";"0xD9";"5";"6";"0";"0x14C0"
"338";"력";"U+B825";"0x98DA";"0x98";"0xDA";"5";"6";"1";"0x14C1"
"339";"련";"U+B828";"0x98DE";"0x98";"0xDE";"5";"6";"4";"0x14C4"
"340";"렬";"U+B82C";"0x98E8";"0x98";"0xE8";"5";"6";"8";"0x14C8"
"341";"렴";"U+B834";"0x98F2";"0x98";"0xF2";"5";"6";"16";"0x14D0"
"342";"렵";"U+B835";"0x98F3";"0x98";"0xF3";"5";"6";"17";"0x14D1"
"343";"렷";"U+B837";"0x98F5";"0x98";"0xF5";"5";"6";"19";"0x14D3"
"344";"렸";"U+B838";"0x98F6";"0x98";"0xF6";"5";"6";"20";"0x14D4"
"345";"령";"U+B839";"0x98F7";"0x98";"0xF7";"5";"6";"21";"0x14D5"
"346";"례";"U+B840";"0x9941";"0x99";"0x41";"5";"7";"0";"0x14E0"
"347";"로";"U+B85C";"0x995E";"0x99";"0x5E";"5";"8";"0";"0x1500"
"348";"록";"U+B85D";"0x995F";"0x99";"0x5F";"5";"8";"1";"0x1501"
"349";"론";"U+B860";"0x9962";"0x99";"0x62";"5";"8";"4";"0x1504"
"350";"롭";"U+B86D";"0x996F";"0x99";"0x6F";"5";"8";"17";"0x1511"
"351";"롯";"U+B86F";"0x9971";"0x99";"0x71";"5";"8";"19";"0x1513"
"352";"롱";"U+B871";"0x9973";"0x99";"0x73";"5";"8";"21";"0x1515"
"353";"뢰";"U+B8B0";"0x99C0";"0x99";"0xC0";"5";"11";"0";"0x1560"
"354";"료";"U+B8CC";"0x99DC";"0x99";"0xDC";"5";"12";"0";"0x1580"
"355";"루";"U+B8E8";"0x9A44";"0x9A";"0x44";"5";"13";"0";"0x15A0"
"356";"룩";"U+B8E9";"0x9A45";"0x9A";"0x45";"5";"13";"1";"0x15A1"
"357";"룬";"U+B8EC";"0x9A48";"0x9A";"0x48";"5";"13";"4";"0x15A4"
"358";"룰";"U+B8F0";"0x9A4C";"0x9A";"0x4C";"5";"13";"8";"0x15A8"
"359";"룸";"U+B8F8";"0x9A54";"0x9A";"0x54";"5";"13";"16";"0x15B0"
"360";"룻";"U+B8FB";"0x9A57";"0x9A";"0x57";"5";"13";"19";"0x15B3"
"361";"뤄";"U+B904";"0x9A61";"0x9A";"0x61";"5";"14";"0";"0x15C0"
"362";"뤼";"U+B93C";"0x9AA2";"0x9A";"0xA2";"5";"16";"0";"0x1600"
"363";"류";"U+B958";"0x9AC3";"0x9A";"0xC3";"5";"17";"0";"0x1620"
"364";"륨";"U+B968";"0x9AD3";"0x9A";"0xD3";"5";"17";"16";"0x1630"
"365";"륭";"U+B96D";"0x9AD8";"0x9A";"0xD8";"5";"17";"21";"0x1635"
"366";"르";"U+B974";"0x9AE6";"0x9A";"0xE6";"5";"18";"0";"0x1640"
"367";"른";"U+B978";"0x9AEA";"0x9A";"0xEA";"5";"18";"4";"0x1644"
"368";"를";"U+B97C";"0x9AEF";"0x9A";"0xEF";"5";"18";"8";"0x1648"
"369";"름";"U+B984";"0x9AF8";"0x9A";"0xF8";"5";"18";"16";"0x1650"
"370";"릅";"U+B985";"0x9AF9";"0x9A";"0xF9";"5";"18";"17";"0x1651"
"371";"릇";"U+B987";"0x9AFB";"0x9A";"0xFB";"5";"18";"19";"0x1653"
"372";"릎";"U+B98E";"0x9B45";"0x9B";"0x45";"5";"18";"26";"0x165A"
"373";"리";"U+B9AC";"0x9B64";"0x9B";"0x64";"5";"20";"0";"0x1680"
"374";"릭";"U+B9AD";"0x9B65";"0x9B";"0x65";"5";"20";"1";"0x1681"
"375";"린";"U+B9B0";"0x9B68";"0x9B";"0x68";"5";"20";"4";"0x1684"
"376";"릴";"U+B9B4";"0x9B6C";"0x9B";"0x6C";"5";"20";"8";"0x1688"
"377";"림";"U+B9BC";"0x9B74";"0x9B";"0x74";"5";"20";"16";"0x1690"
"378";"립";"U+B9BD";"0x9B75";"0x9B";"0x75";"5";"20";"17";"0x1691"
"379";"릿";"U+B9BF";"0x9B77";"0x9B";"0x77";"5";"20";"19";"0x1693"
"380";"링";"U+B9C1";"0x9B79";"0x9B";"0x79";"5";"20";"21";"0x1695"
"381";"마";"U+B9C8";"0x9B81";"0x9B";"0x81";"6";"0";"0";"0x1800"
"382";"막";"U+B9C9";"0x9B82";"0x9B";"0x82";"6";"0";"1";"0x1801"
"383";"만";"U+B9CC";"0x9B85";"0x9B";"0x85";"6";"0";"4";"0x1804"
"384";"많";"U+B9CE";"0x9B87";"0x9B";"0x87";"6";"0";"6";"0x1806"
"385";"말";"U+B9D0";"0x9B8B";"0x9B";"0x8B";"6";"0";"8";"0x1808"
"386";"맑";"U+B9D1";"0x9B8F";"0x9B";"0x8F";"6";"0";"9";"0x1809"
"387";"맙";"U+B9D9";"0x9B98";"0x9B";"0x98";"6";"0";"17";"0x1811"
"388";"맛";"U+B9DB";"0x9B9A";"0x9B";"0x9A";"6";"0";"19";"0x1813"
"389";"망";"U+B9DD";"0x9B9D";"0x9B";"0x9D";"6";"0";"21";"0x1815"
"390";"맞";"U+B9DE";"0x9B9E";"0x9B";"0x9E";"6";"0";"22";"0x1816"
"391";"맡";"U+B9E1";"0x9BA2";"0x9B";"0xA2";"6";"0";"25";"0x1819"
"392";"맣";"U+B9E3";"0x9BA5";"0x9B";"0xA5";"6";"0";"27";"0x181B"
"393";"매";"U+B9E4";"0x9BAA";"0x9B";"0xAA";"6";"1";"0";"0x1820"
"394";"맥";"U+B9E5";"0x9BAB";"0x9B";"0xAB";"6";"1";"1";"0x1821"
"395";"맨";"U+B9E8";"0x9BAE";"0x9B";"0xAE";"6";"1";"4";"0x1824"
"396";"맴";"U+B9F4";"0x9BBA";"0x9B";"0xBA";"6";"1";"16";"0x1830"
"397";"맷";"U+B9F7";"0x9BBD";"0x9B";"0xBD";"6";"1";"19";"0x1833"
"398";"맸";"U+B9F8";"0x9BBE";"0x9B";"0xBE";"6";"1";"20";"0x1834"
"399";"맹";"U+B9F9";"0x9BBF";"0x9B";"0xBF";"6";"1";"21";"0x1835"
"400";"맺";"U+B9FA";"0x9BC0";"0x9B";"0xC0";"6";"1";"22";"0x1836"
"401";"머";"U+BA38";"0x9D4A";"0x9D";"0x4A";"6";"4";"0";"0x1880"
"402";"먹";"U+BA39";"0x9D4B";"0x9D";"0x4B";"6";"4";"1";"0x1881"
"403";"먼";"U+BA3C";"0x9D4E";"0x9D";"0x4E";"6";"4";"4";"0x1884"
"404";"멀";"U+BA40";"0x9D52";"0x9D";"0x52";"6";"4";"8";"0x1888"
"405";"멈";"U+BA48";"0x9D5A";"0x9D";"0x5A";"6";"4";"16";"0x1890"
"406";"멋";"U+BA4B";"0x9D5E";"0x9D";"0x5E";"6";"4";"19";"0x1893"
"407";"멍";"U+BA4D";"0x9D60";"0x9D";"0x60";"6";"4";"21";"0x1895"
"408";"멎";"U+BA4E";"0x9D61";"0x9D";"0x61";"6";"4";"22";"0x1896"
"409";"메";"U+BA54";"0x9D67";"0x9D";"0x67";"6";"5";"0";"0x18A0"
"410";"멘";"U+BA58";"0x9D6B";"0x9D";"0x6B";"6";"5";"4";"0x18A4"
"411";"멜";"U+BA5C";"0x9D6F";"0x9D";"0x6F";"6";"5";"8";"0x18A8"
"412";"멤";"U+BA64";"0x9D77";"0x9D";"0x77";"6";"5";"16";"0x18B0"
"413";"며";"U+BA70";"0x9D84";"0x9D";"0x84";"6";"6";"0";"0x18C0"
"414";"면";"U+BA74";"0x9D88";"0x9D";"0x88";"6";"6";"4";"0x18C4"
"415";"멸";"U+BA78";"0x9D91";"0x9D";"0x91";"6";"6";"8";"0x18C8"
"416";"명";"U+BA85";"0x9DA1";"0x9D";"0xA1";"6";"6";"21";"0x18D5"
"417";"몇";"U+BA87";"0x9DA3";"0x9D";"0xA3";"6";"6";"23";"0x18D7"
"418";"모";"U+BAA8";"0x9DC9";"0x9D";"0xC9";"6";"8";"0";"0x1900"
"419";"목";"U+BAA9";"0x9DCA";"0x9D";"0xCA";"6";"8";"1";"0x1901"
"420";"몫";"U+BAAB";"0x9DCC";"0x9D";"0xCC";"6";"8";"3";"0x1903"
"421";"몰";"U+BAB0";"0x9DD1";"0x9D";"0xD1";"6";"8";"8";"0x1908"
"422";"몸";"U+BAB8";"0x9DD9";"0x9D";"0xD9";"6";"8";"16";"0x1910"
"423";"몹";"U+BAB9";"0x9DDA";"0x9D";"0xDA";"6";"8";"17";"0x1911"
"424";"못";"U+BABB";"0x9DDC";"0x9D";"0xDC";"6";"8";"19";"0x1913"
"425";"몽";"U+BABD";"0x9DDF";"0x9D";"0xDF";"6";"8";"21";"0x1915"
"426";"묘";"U+BB18";"0x9E87";"0x9E";"0x87";"6";"12";"0";"0x1980"
"427";"무";"U+BB34";"0x9EB0";"0x9E";"0xB0";"6";"13";"0";"0x19A0"
"428";"묵";"U+BB35";"0x9EB1";"0x9E";"0xB1";"6";"13";"1";"0x19A1"
"429";"묶";"U+BB36";"0x9EB2";"0x9E";"0xB2";"6";"13";"2";"0x19A2"
"430";"문";"U+BB38";"0x9EB4";"0x9E";"0xB4";"6";"13";"4";"0x19A4"
"431";"묻";"U+BB3B";"0x9EB7";"0x9E";"0xB7";"6";"13";"7";"0x19A7"
"432";"물";"U+BB3C";"0x9EB8";"0x9E";"0xB8";"6";"13";"8";"0x19A8"
"433";"뭇";"U+BB47";"0x9EC3";"0x9E";"0xC3";"6";"13";"19";"0x19B3"
"434";"뭐";"U+BB50";"0x9ECC";"0x9E";"0xCC";"6";"14";"0";"0x19C0"
"435";"뭔";"U+BB54";"0x9ED0";"0x9E";"0xD0";"6";"14";"4";"0x19C4"
"436";"뭘";"U+BB58";"0x9ED4";"0x9E";"0xD4";"6";"14";"8";"0x19C8"
"437";"뭣";"U+BB63";"0x9EE6";"0x9E";"0xE6";"6";"14";"19";"0x19D3"
"438";"뮤";"U+BBA4";"0xA06D";"0xA0";"0x6D";"6";"17";"0";"0x1A20"
"439";"미";"U+BBF8";"0xA0CF";"0xA0";"0xCF";"6";"20";"0";"0x1A80"
"440";"민";"U+BBFC";"0xA0D3";"0xA0";"0xD3";"6";"20";"4";"0x1A84"
"441";"믿";"U+BBFF";"0xA0D6";"0xA0";"0xD6";"6";"20";"7";"0x1A87"
"442";"밀";"U+BC00";"0xA0D7";"0xA0";"0xD7";"6";"20";"8";"0x1A88"
"443";"밌";"U+BC0C";"0xA0EA";"0xA0";"0xEA";"6";"20";"20";"0x1A94"
"444";"밍";"U+BC0D";"0xA0EB";"0xA0";"0xEB";"6";"20";"21";"0x1A95"
"445";"및";"U+BC0F";"0xA0EE";"0xA0";"0xEE";"6";"20";"23";"0x1A97"
"446";"밑";"U+BC11";"0xA0F0";"0xA0";"0xF0";"6";"20";"25";"0x1A99"
"447";"바";"U+BC14";"0xA0F4";"0xA0";"0xF4";"7";"0";"0";"0x1C00"
"448";"박";"U+BC15";"0xA0F5";"0xA0";"0xF5";"7";"0";"1";"0x1C01"
"449";"밖";"U+BC16";"0xA0F6";"0xA0";"0xF6";"7";"0";"2";"0x1C02"
"450";"반";"U+BC18";"0xA0F8";"0xA0";"0xF8";"7";"0";"4";"0x1C04"
"451";"받";"U+BC1B";"0xA0FB";"0xA0";"0xFB";"7";"0";"7";"0x1C07"
"452";"발";"U+BC1C";"0xA0FC";"0xA0";"0xFC";"7";"0";"8";"0x1C08"
"453";"밝";"U+BC1D";"0xA140";"0xA1";"0x40";"7";"0";"9";"0x1C09"
"454";"밟";"U+BC1F";"0xA142";"0xA1";"0x42";"7";"0";"11";"0x1C0B"
"455";"밤";"U+BC24";"0xA147";"0xA1";"0x47";"7";"0";"16";"0x1C10"
"456";"밥";"U+BC25";"0xA148";"0xA1";"0x48";"7";"0";"17";"0x1C11"
"457";"방";"U+BC29";"0xA14C";"0xA1";"0x4C";"7";"0";"21";"0x1C15"
"458";"밭";"U+BC2D";"0xA150";"0xA1";"0x50";"7";"0";"25";"0x1C19"
"459";"배";"U+BC30";"0xA153";"0xA1";"0x53";"7";"1";"0";"0x1C20"
"460";"백";"U+BC31";"0xA154";"0xA1";"0x54";"7";"1";"1";"0x1C21"
"461";"밴";"U+BC34";"0xA157";"0xA1";"0x57";"7";"1";"4";"0x1C24"
"462";"뱀";"U+BC40";"0xA164";"0xA1";"0x64";"7";"1";"16";"0x1C30"
"463";"뱉";"U+BC49";"0xA16D";"0xA1";"0x6D";"7";"1";"25";"0x1C39"
"464";"버";"U+BC84";"0xA1B6";"0xA1";"0xB6";"7";"4";"0";"0x1C80"
"465";"번";"U+BC88";"0xA1BA";"0xA1";"0xBA";"7";"4";"4";"0x1C84"
"466";"벌";"U+BC8C";"0xA1BE";"0xA1";"0xBE";"7";"4";"8";"0x1C88"
"467";"범";"U+BC94";"0xA1C6";"0xA1";"0xC6";"7";"4";"16";"0x1C90"
"468";"법";"U+BC95";"0xA1C7";"0xA1";"0xC7";"7";"4";"17";"0x1C91"
"469";"벗";"U+BC97";"0xA1C9";"0xA1";"0xC9";"7";"4";"19";"0x1C93"
"470";"베";"U+BCA0";"0xA1D2";"0xA1";"0xD2";"7";"5";"0";"0x1CA0"
"471";"벤";"U+BCA4";"0xA1D6";"0xA1";"0xD6";"7";"5";"4";"0x1CA4"
"472";"벨";"U+BCA8";"0xA1DA";"0xA1";"0xDA";"7";"5";"8";"0x1CA8"
"473";"벼";"U+BCBC";"0xA1F7";"0xA1";"0xF7";"7";"6";"0";"0x1CC0"
"474";"벽";"U+BCBD";"0xA1F8";"0xA1";"0xF8";"7";"6";"1";"0x1CC1"
"475";"변";"U+BCC0";"0xA1FB";"0xA1";"0xFB";"7";"6";"4";"0x1CC4"
"476";"별";"U+BCC4";"0xA242";"0xA2";"0x42";"7";"6";"8";"0x1CC8"
"477";"볍";"U+BCCD";"0xA24B";"0xA2";"0x4B";"7";"6";"17";"0x1CD1"
"478";"볐";"U+BCD0";"0xA24E";"0xA2";"0x4E";"7";"6";"20";"0x1CD4"
"479";"병";"U+BCD1";"0xA24F";"0xA2";"0x4F";"7";"6";"21";"0x1CD5"
"480";"보";"U+BCF4";"0xA273";"0xA2";"0x73";"7";"8";"0";"0x1D00"
"481";"복";"U+BCF5";"0xA274";"0xA2";"0x74";"7";"8";"1";"0x1D01"
"482";"본";"U+BCF8";"0xA277";"0xA2";"0x77";"7";"8";"4";"0x1D04"
"483";"볼";"U+BCFC";"0xA27B";"0xA2";"0x7B";"7";"8";"8";"0x1D08"
"484";"봄";"U+BD04";"0xA284";"0xA2";"0x84";"7";"8";"16";"0x1D10"
"485";"봅";"U+BD05";"0xA285";"0xA2";"0x85";"7";"8";"17";"0x1D11"
"486";"봉";"U+BD09";"0xA28B";"0xA2";"0x8B";"7";"8";"21";"0x1D15"
"487";"봐";"U+BD10";"0xA296";"0xA2";"0x96";"7";"9";"0";"0x1D20"
"488";"봤";"U+BD24";"0xA2B1";"0xA2";"0xB1";"7";"9";"20";"0x1D34"
"489";"봬";"U+BD2C";"0xA2B9";"0xA2";"0xB9";"7";"10";"0";"0x1D40"
"490";"뵐";"U+BD50";"0xA2DE";"0xA2";"0xDE";"7";"11";"8";"0x1D68"
"491";"뵙";"U+BD59";"0xA2EE";"0xA2";"0xEE";"7";"11";"17";"0x1D71"
"492";"부";"U+BD80";"0xA359";"0xA3";"0x59";"7";"13";"0";"0x1DA0"
"493";"북";"U+BD81";"0xA35A";"0xA3";"0x5A";"7";"13";"1";"0x1DA1"
"494";"분";"U+BD84";"0xA35E";"0xA3";"0x5E";"7";"13";"4";"0x1DA4"
"495";"불";"U+BD88";"0xA362";"0xA3";"0x62";"7";"13";"8";"0x1DA8"
"496";"붉";"U+BD89";"0xA363";"0xA3";"0x63";"7";"13";"9";"0x1DA9"
"497";"붐";"U+BD90";"0xA36A";"0xA3";"0x6A";"7";"13";"16";"0x1DB0"
"498";"붓";"U+BD93";"0xA36D";"0xA3";"0x6D";"7";"13";"19";"0x1DB3"
"499";"붕";"U+BD95";"0xA36F";"0xA3";"0x6F";"7";"13";"21";"0x1DB5"
"500";"붙";"U+BD99";"0xA373";"0xA3";"0x73";"7";"13";"25";"0x1DB9"
"501";"뷔";"U+BDD4";"0xA3BC";"0xA3";"0xBC";"7";"16";"0";"0x1E00"
"502";"뷰";"U+BDF0";"0xA3D8";"0xA3";"0xD8";"7";"17";"0";"0x1E20"
"503";"브";"U+BE0C";"0xA540";"0xA5";"0x40";"7";"18";"0";"0x1E40"
"504";"블";"U+BE14";"0xA548";"0xA5";"0x48";"7";"18";"8";"0x1E48"
"505";"비";"U+BE44";"0xA579";"0xA5";"0x79";"7";"20";"0";"0x1E80"
"506";"빅";"U+BE45";"0xA57A";"0xA5";"0x7A";"7";"20";"1";"0x1E81"
"507";"빈";"U+BE48";"0xA57D";"0xA5";"0x7D";"7";"20";"4";"0x1E84"
"508";"빌";"U+BE4C";"0xA582";"0xA5";"0x82";"7";"20";"8";"0x1E88"
"509";"빗";"U+BE57";"0xA592";"0xA5";"0x92";"7";"20";"19";"0x1E93"
"510";"빚";"U+BE5A";"0xA596";"0xA5";"0x96";"7";"20";"22";"0x1E96"
"511";"빛";"U+BE5B";"0xA597";"0xA5";"0x97";"7";"20";"23";"0x1E97"
"512";"빠";"U+BE60";"0xA59D";"0xA5";"0x9D";"8";"0";"0";"0x2000"
"513";"빡";"U+BE61";"0xA59E";"0xA5";"0x9E";"8";"0";"1";"0x2001"
"514";"빨";"U+BE68";"0xA5AB";"0xA5";"0xAB";"8";"0";"8";"0x2008"
"515";"빼";"U+BE7C";"0xA5BF";"0xA5";"0xBF";"8";"1";"0";"0x2020"
"516";"뺀";"U+BE80";"0xA5C3";"0xA5";"0xC3";"8";"1";"4";"0x2024"
"517";"뺄";"U+BE84";"0xA5C7";"0xA5";"0xC7";"8";"1";"8";"0x2028"
"518";"뺐";"U+BE90";"0xA5D3";"0xA5";"0xD3";"8";"1";"20";"0x2034"
"519";"뻐";"U+BED0";"0xAA60";"0xAA";"0x60";"8";"4";"0";"0x2080"
"520";"뻑";"U+BED1";"0xAA61";"0xAA";"0x61";"8";"4";"1";"0x2081"
"521";"뻔";"U+BED4";"0xAA64";"0xAA";"0x64";"8";"4";"4";"0x2084"
"522";"뻗";"U+BED7";"0xAA67";"0xAA";"0x67";"8";"4";"7";"0x2087"
"523";"뼈";"U+BF08";"0xAAA1";"0xAA";"0xA1";"8";"6";"0";"0x20C0"
"524";"뼉";"U+BF09";"0xAAA2";"0xAA";"0xA2";"8";"6";"1";"0x20C1"
"525";"뽐";"U+BF50";"0xAAF7";"0xAA";"0xF7";"8";"8";"16";"0x2110"
"526";"뽑";"U+BF51";"0xAAF8";"0xAA";"0xF8";"8";"8";"17";"0x2111"
"527";"뿌";"U+BFCC";"0xABC5";"0xAB";"0xC5";"8";"13";"0";"0x21A0"
"528";"뿍";"U+BFCD";"0xABC6";"0xAB";"0xC6";"8";"13";"1";"0x21A1"
"529";"뿐";"U+BFD0";"0xABC9";"0xAB";"0xC9";"8";"13";"4";"0x21A4"
"530";"뿜";"U+BFDC";"0xABD5";"0xAB";"0xD5";"8";"13";"16";"0x21B0"
"531";"쁘";"U+C058";"0xACAC";"0xAC";"0xAC";"8";"18";"0";"0x2240"
"532";"쁜";"U+C05C";"0xACB0";"0xAC";"0xB0";"8";"18";"4";"0x2244"
"533";"쁨";"U+C068";"0xACBC";"0xAC";"0xBC";"8";"18";"16";"0x2250"
"534";"삐";"U+C090";"0xACEB";"0xAC";"0xEB";"8";"20";"0";"0x2280"
"535";"사";"U+C0AC";"0xAD4C";"0xAD";"0x4C";"9";"0";"0";"0x2400"
"536";"삭";"U+C0AD";"0xAD4D";"0xAD";"0x4D";"9";"0";"1";"0x2401"
"537";"산";"U+C0B0";"0xAD50";"0xAD";"0x50";"9";"0";"4";"0x2404"
"538";"살";"U+C0B4";"0xAD54";"0xAD";"0x54";"9";"0";"8";"0x2408"
"539";"삶";"U+C0B6";"0xAD56";"0xAD";"0x56";"9";"0";"10";"0x240A"
"540";"삼";"U+C0BC";"0xAD5D";"0xAD";"0x5D";"9";"0";"16";"0x2410"
"541";"샀";"U+C0C0";"0xAD61";"0xAD";"0x61";"9";"0";"20";"0x2414"
"542";"상";"U+C0C1";"0xAD62";"0xAD";"0x62";"9";"0";"21";"0x2415"
"543";"샅";"U+C0C5";"0xAD66";"0xAD";"0x66";"9";"0";"25";"0x2419"
"544";"새";"U+C0C8";"0xAD69";"0xAD";"0x69";"9";"1";"0";"0x2420"
"545";"색";"U+C0C9";"0xAD6A";"0xAD";"0x6A";"9";"1";"1";"0x2421"
"546";"샘";"U+C0D8";"0xAD79";"0xAD";"0x79";"9";"1";"16";"0x2430"
"547";"생";"U+C0DD";"0xAD7E";"0xAD";"0x7E";"9";"1";"21";"0x2435"
"548";"샤";"U+C0E4";"0xAD86";"0xAD";"0x86";"9";"2";"0";"0x2440"
"549";"샴";"U+C0F4";"0xAD9D";"0xAD";"0x9D";"9";"2";"16";"0x2450"
"550";"샹";"U+C0F9";"0xADA3";"0xAD";"0xA3";"9";"2";"21";"0x2455"
"551";"서";"U+C11C";"0xADCB";"0xAD";"0xCB";"9";"4";"0";"0x2480"
"552";"석";"U+C11D";"0xADCC";"0xAD";"0xCC";"9";"4";"1";"0x2481"
"553";"섞";"U+C11E";"0xADCD";"0xAD";"0xCD";"9";"4";"2";"0x2482"
"554";"선";"U+C120";"0xADCF";"0xAD";"0xCF";"9";"4";"4";"0x2484"
"555";"설";"U+C124";"0xADD3";"0xAD";"0xD3";"9";"4";"8";"0x2488"
"556";"섬";"U+C12C";"0xADDB";"0xAD";"0xDB";"9";"4";"16";"0x2490"
"557";"섭";"U+C12D";"0xADDC";"0xAD";"0xDC";"9";"4";"17";"0x2491"
"558";"섯";"U+C12F";"0xADDF";"0xAD";"0xDF";"9";"4";"19";"0x2493"
"559";"섰";"U+C130";"0xADE6";"0xAD";"0xE6";"9";"4";"20";"0x2494"
"560";"성";"U+C131";"0xADE7";"0xAD";"0xE7";"9";"4";"21";"0x2495"
"561";"세";"U+C138";"0xADEF";"0xAD";"0xEF";"9";"5";"0";"0x24A0"
"562";"센";"U+C13C";"0xADF4";"0xAD";"0xF4";"9";"5";"4";"0x24A4"
"563";"셀";"U+C140";"0xADF8";"0xAD";"0xF8";"9";"5";"8";"0x24A8"
"564";"셈";"U+C148";"0xAE43";"0xAE";"0x43";"9";"5";"16";"0x24B0"
"565";"셋";"U+C14B";"0xAE46";"0xAE";"0x46";"9";"5";"19";"0x24B3"
"566";"셔";"U+C154";"0xAE4F";"0xAE";"0x4F";"9";"6";"0";"0x24C0"
"567";"션";"U+C158";"0xAE53";"0xAE";"0x53";"9";"6";"4";"0x24C4"
"568";"셨";"U+C168";"0xAE64";"0xAE";"0x64";"9";"6";"20";"0x24D4"
"569";"셰";"U+C170";"0xAE6C";"0xAE";"0x6C";"9";"7";"0";"0x24E0"
"570";"셸";"U+C178";"0xAE74";"0xAE";"0x74";"9";"7";"8";"0x24E8"
"571";"소";"U+C18C";"0xAE8B";"0xAE";"0x8B";"9";"8";"0";"0x2500"
